age,type_employer,fnlwgt,education,marital,occupation,race,sex,hr_per_week,country,income
38,Private,296999,Bachelors,Never-married,Exec-managerial,White,Female,70,United-States,<=50K
34,Self-emp-not-inc,306982,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,60,South,<=50K
34,Private,141118,Masters,Divorced,Prof-specialty,White,Female,60,United-States,>50K
45,Private,289230,Bachelors,Divorced,Prof-specialty,White,Female,48,United-States,>50K
35,Local-gov,223242,Bachelors,Divorced,Prof-specialty,White,Male,40,United-States,<=50K
27,Private,106935,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
27,Private,137645,Bachelors,Never-married,Sales,Black,Female,40,United-States,<=50K
42,Local-gov,445382,Bachelors,Separated,Exec-managerial,White,Male,45,United-States,>50K
43,State-gov,52849,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
66,Private,216856,Masters,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
27,Private,135308,Bachelors,Never-married,Sales,Black,Female,40,United-States,<=50K
22,Private,203182,Bachelors,Never-married,Exec-managerial,White,Female,20,United-States,<=50K
48,Local-gov,39464,Masters,Never-married,Prof-specialty,White,Female,52,United-States,<=50K
53,Self-emp-not-inc,263925,Bachelors,Married-civ-spouse,Sales,White,Male,40,Canada,>50K
48,Private,355978,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
30,Private,186346,Bachelors,Never-married,Exec-managerial,White,Female,50,United-States,<=50K
28,Private,56340,Bachelors,Never-married,Prof-specialty,White,Female,20,United-States,<=50K
54,Private,212960,Bachelors,Married-civ-spouse,Sales,White,Male,35,United-States,>50K
50,Private,175804,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
50,Private,204447,Masters,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
49,State-gov,324791,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
30,Private,154120,Bachelors,Never-married,Sales,White,Male,65,United-States,<=50K
38,Local-gov,210991,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
46,Private,110171,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
35,Private,140915,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,40,South,<=50K
35,Private,241998,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
36,Self-emp-not-inc,164526,Masters,Never-married,Sales,White,Male,45,United-States,>50K
45,Local-gov,209482,Masters,Married-civ-spouse,Prof-specialty,White,Female,45,United-States,>50K
44,Private,320277,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
55,Self-emp-inc,141807,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
45,Private,338105,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,40,Philippines,<=50K
65,Private,150095,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,State-gov,125499,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,60,India,>50K
29,Private,427965,Bachelors,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
76,?,173542,Bachelors,Married-civ-spouse,?,White,Male,10,United-States,<=50K
46,State-gov,20534,Bachelors,Never-married,Exec-managerial,White,Male,45,United-States,<=50K
43,Private,117915,Masters,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
55,Private,436861,Masters,Divorced,Prof-specialty,White,Female,40,United-States,>50K
44,State-gov,183829,Bachelors,Never-married,Adm-clerical,White,Female,38,United-States,<=50K
30,Private,162572,Bachelors,Never-married,Exec-managerial,White,Male,70,United-States,>50K
34,State-gov,118551,Bachelors,Married-civ-spouse,Tech-support,White,Female,25,?,>50K
43,Private,201723,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
47,Local-gov,123681,Masters,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
32,Private,317809,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
59,Private,59469,Masters,Married-civ-spouse,Tech-support,White,Male,40,Iran,<=50K
34,Federal-gov,198265,Bachelors,Married-civ-spouse,Protective-serv,White,Male,60,United-States,<=50K
34,Private,195136,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
42,Federal-gov,115932,Bachelors,Divorced,Adm-clerical,White,Male,40,United-States,<=50K
38,Private,172538,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
32,Local-gov,235109,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
70,Private,187292,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
50,State-gov,159219,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,Canada,>50K
43,Self-emp-not-inc,99220,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
29,Private,157262,Masters,Never-married,Exec-managerial,White,Female,45,United-States,<=50K
46,Private,194698,Bachelors,Never-married,Prof-specialty,White,Male,60,United-States,<=50K
48,Private,155664,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,35,United-States,>50K
40,Self-emp-inc,475322,Bachelors,Separated,Craft-repair,White,Male,50,United-States,<=50K
31,Private,1033222,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,>50K
44,Private,157249,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,50,United-States,>50K
23,Private,208826,Bachelors,Never-married,Other-service,White,Female,40,United-States,<=50K
22,Private,211968,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
25,Private,169100,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
29,Local-gov,175262,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,<=50K
36,Private,188540,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
28,Private,375655,Bachelors,Never-married,Sales,White,Male,50,United-States,<=50K
31,Private,144949,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
25,Private,229287,Bachelors,Never-married,Exec-managerial,White,Female,25,United-States,<=50K
31,Private,263561,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,Private,316606,Bachelors,Married-civ-spouse,Other-service,White,Female,40,United-States,<=50K
60,Private,232618,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
24,Local-gov,32950,Bachelors,Never-married,Prof-specialty,White,Male,35,United-States,<=50K
53,Local-gov,164300,Bachelors,Divorced,Adm-clerical,White,Female,38,Dominican-Republic,<=50K
22,State-gov,201569,Bachelors,Never-married,Prof-specialty,White,Female,20,United-States,<=50K
45,Federal-gov,358242,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
38,Private,130007,Bachelors,Never-married,Other-service,White,Male,40,United-States,<=50K
40,Private,53835,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
54,Private,231482,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
44,Local-gov,189956,Bachelors,Married-civ-spouse,Protective-serv,Black,Female,40,United-States,>50K
46,Self-emp-inc,110457,Masters,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
31,Private,43819,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,43,United-States,>50K
45,Private,83064,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
24,Private,399449,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
32,Private,167990,Masters,Never-married,Exec-managerial,White,Male,40,United-States,>50K
26,Federal-gov,48099,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
38,Private,186959,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
37,Private,134367,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,37,United-States,>50K
84,Private,241065,Masters,Never-married,Prof-specialty,White,Male,66,United-States,<=50K
53,Local-gov,202733,Masters,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
38,Private,255941,Masters,Never-married,Exec-managerial,White,Female,50,United-States,>50K
33,Private,184306,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,<=50K
54,Private,161691,Masters,Divorced,Prof-specialty,White,Female,40,United-States,>50K
26,State-gov,147719,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,20,India,<=50K
40,Self-emp-not-inc,177810,Bachelors,Married-civ-spouse,Craft-repair,White,Male,30,United-States,<=50K
44,Private,456236,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
24,Private,43387,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,England,>50K
40,Private,191196,Masters,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
24,Private,142227,Bachelors,Never-married,Adm-clerical,White,Female,30,United-States,<=50K
48,Private,248164,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
29,Local-gov,190525,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,Germany,>50K
41,Private,118212,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
25,Private,141876,Masters,Never-married,Prof-specialty,White,Male,45,?,<=50K
35,Private,166416,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
32,Private,207668,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
32,Private,402089,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,2,United-States,<=50K
30,Local-gov,194740,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,<=50K
42,Private,210275,Masters,Divorced,Tech-support,Black,Female,35,United-States,>50K
41,Self-emp-inc,145441,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
25,?,170428,Bachelors,Never-married,?,Asian-Pac-Islander,Male,28,Taiwan,<=50K
46,Private,268022,Masters,Married-civ-spouse,Exec-managerial,White,Male,55,?,>50K
35,Private,341643,Bachelors,Never-married,Sales,White,Male,55,United-States,<=50K
43,Self-emp-inc,602513,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
42,Self-emp-inc,120277,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
63,Self-emp-not-inc,298249,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
24,State-gov,249385,Bachelors,Never-married,Adm-clerical,White,Female,10,United-States,<=50K
45,Private,51744,Bachelors,Never-married,Exec-managerial,White,Female,42,United-States,<=50K
35,Private,174597,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
24,Private,295763,Bachelors,Never-married,Exec-managerial,White,Female,50,United-States,<=50K
24,Private,211527,Bachelors,Never-married,Adm-clerical,White,Male,30,United-States,<=50K
54,Private,291755,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
65,Private,23580,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
58,Private,170108,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
44,Private,198282,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
23,Private,185554,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
31,State-gov,190305,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
59,Private,160631,Bachelors,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
38,State-gov,203628,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
59,Private,154100,Masters,Never-married,Sales,White,Female,45,United-States,>50K
45,Private,480717,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,38,?,<=50K
32,Private,113504,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
43,Federal-gov,32016,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
42,Federal-gov,132125,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,52,United-States,>50K
32,State-gov,77723,Bachelors,Divorced,Exec-managerial,Asian-Pac-Islander,Female,40,United-States,<=50K
50,Private,102346,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,20,United-States,>50K
43,Private,233851,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
43,Private,293305,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
48,Private,247895,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
42,Private,176716,Masters,Never-married,Exec-managerial,White,Male,40,United-States,>50K
23,Private,117606,Bachelors,Never-married,Exec-managerial,White,Female,60,United-States,<=50K
42,Local-gov,191149,Masters,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
38,Private,269318,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
23,Federal-gov,53245,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
31,Private,375680,Bachelors,Never-married,Prof-specialty,Black,Female,40,?,<=50K
39,Self-emp-not-inc,597843,Masters,Never-married,Prof-specialty,White,Female,50,Columbia,<=50K
27,Private,189462,Masters,Never-married,Prof-specialty,White,Female,45,United-States,<=50K
32,Self-emp-not-inc,39369,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
34,Private,84154,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
31,Self-emp-not-inc,286282,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,20,United-States,<=50K
24,Private,205844,Bachelors,Never-married,Exec-managerial,Black,Female,65,United-States,<=50K
23,Private,190483,Bachelors,Never-married,Sales,White,Female,20,United-States,<=50K
67,Private,212705,Masters,Married-spouse-absent,Exec-managerial,White,Male,55,United-States,>50K
76,?,191024,Bachelors,Married-civ-spouse,?,White,Male,30,United-States,<=50K
28,Private,264498,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
38,Self-emp-not-inc,280169,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
44,Private,106900,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K
32,Private,101562,Bachelors,Never-married,Prof-specialty,White,Female,45,United-States,<=50K
45,Local-gov,55377,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,40,United-States,<=50K
54,Private,176240,Masters,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
58,Local-gov,205267,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
48,Local-gov,317360,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
44,Self-emp-inc,153132,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,52,United-States,>50K
54,State-gov,161334,Masters,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,40,China,<=50K
53,Local-gov,35305,Bachelors,Divorced,Prof-specialty,White,Female,57,United-States,<=50K
36,State-gov,166697,Bachelors,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
51,Private,63424,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
47,Local-gov,126754,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
32,Private,244147,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
30,Private,80625,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
36,Self-emp-not-inc,313853,Bachelors,Divorced,Other-service,Black,Male,45,United-States,>50K
43,Self-emp-not-inc,170230,Bachelors,Never-married,Sales,White,Female,60,United-States,<=50K
39,Private,22494,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
46,Private,70754,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
37,Private,147638,Bachelors,Separated,Other-service,Asian-Pac-Islander,Female,36,Philippines,<=50K
40,Local-gov,244522,Masters,Married-civ-spouse,Prof-specialty,White,Male,48,United-States,>50K
24,?,377725,Bachelors,Never-married,?,White,Female,40,United-States,<=50K
42,Private,172297,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
25,Self-emp-inc,182750,Bachelors,Never-married,Sales,White,Male,45,United-States,>50K
30,Private,129707,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
58,Private,234328,Bachelors,Divorced,Sales,White,Male,40,United-States,<=50K
39,Private,258276,Bachelors,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,?,<=50K
34,Private,28053,Bachelors,Married-spouse-absent,Adm-clerical,White,Female,25,United-States,<=50K
26,Local-gov,336969,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,28,El-Salvador,<=50K
47,Self-emp-not-inc,218676,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
43,Private,304175,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
45,Private,199832,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,15,United-States,<=50K
52,Private,143953,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
44,State-gov,115932,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
35,Private,154410,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
29,Private,153416,Bachelors,Never-married,Exec-managerial,White,Female,55,United-States,<=50K
25,Private,155320,Bachelors,Never-married,Exec-managerial,White,Male,45,United-States,<=50K
23,Private,376416,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
47,State-gov,167281,Bachelors,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
25,Private,34402,Bachelors,Never-married,Exec-managerial,White,Male,60,United-States,<=50K
51,State-gov,172281,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
41,Private,286970,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
28,Self-emp-not-inc,175406,Masters,Married-civ-spouse,Exec-managerial,White,Female,30,United-States,>50K
74,Self-emp-not-inc,292915,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,12,United-States,>50K
25,Local-gov,366796,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
38,Self-emp-not-inc,41591,Bachelors,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,30,United-States,<=50K
47,Private,30840,Masters,Divorced,Prof-specialty,White,Male,40,United-States,>50K
48,Private,233802,Masters,Married-civ-spouse,Exec-managerial,Black,Male,45,United-States,<=50K
40,Private,180032,Masters,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
44,Private,187821,Bachelors,Married-civ-spouse,Transport-moving,White,Male,55,United-States,<=50K
79,?,76641,Masters,Married-civ-spouse,?,White,Male,40,Poland,>50K
39,Self-emp-inc,172538,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
43,Self-emp-inc,260960,Bachelors,Divorced,Farming-fishing,White,Male,35,United-States,<=50K
31,Private,158162,Bachelors,Never-married,Exec-managerial,White,Female,50,United-States,>50K
26,Private,192652,Bachelors,Never-married,Other-service,White,Male,40,United-States,<=50K
27,Private,112754,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
56,Private,105363,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
46,Private,364548,Bachelors,Divorced,Sales,White,Male,40,United-States,>50K
38,Self-emp-not-inc,322143,Bachelors,Married-civ-spouse,Other-service,White,Male,10,United-States,<=50K
53,Self-emp-inc,298215,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
31,Private,179186,Bachelors,Married-civ-spouse,Sales,Black,Male,90,United-States,>50K
29,Private,168138,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
60,Local-gov,165982,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
29,Private,53271,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,Private,206903,Bachelors,Never-married,Handlers-cleaners,White,Male,35,United-States,<=50K
40,Private,146653,Bachelors,Divorced,Adm-clerical,White,Female,20,United-States,<=50K
45,Private,205100,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
48,Private,126754,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
43,Private,174295,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,<=50K
66,Private,236784,Bachelors,Divorced,Prof-specialty,White,Female,8,Cuba,<=50K
48,Self-emp-inc,200471,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
40,Self-emp-inc,49249,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
24,Private,128477,Masters,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
24,Private,209782,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
45,Local-gov,236586,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
46,Private,35969,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,51,United-States,<=50K
27,Local-gov,209109,Masters,Never-married,Prof-specialty,White,Male,35,United-States,<=50K
49,Private,184428,Bachelors,Divorced,Adm-clerical,White,Male,40,United-States,<=50K
25,Private,112835,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
26,Private,169121,Bachelors,Married-civ-spouse,Sales,White,Male,48,United-States,>50K
35,Private,114765,Bachelors,Divorced,Sales,White,Female,40,United-States,<=50K
42,Private,279914,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
58,?,37591,Bachelors,Widowed,?,White,Female,40,United-States,<=50K
28,Self-emp-inc,204247,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
23,Private,268525,Bachelors,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
48,Federal-gov,326048,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,44,United-States,>50K
34,State-gov,154246,Bachelors,Divorced,Prof-specialty,White,Male,55,United-States,<=50K
90,?,256514,Bachelors,Widowed,?,White,Female,10,United-States,<=50K
26,Self-emp-not-inc,177858,Bachelors,Divorced,Exec-managerial,White,Male,38,United-States,<=50K
62,Private,98076,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,Private,186454,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,40,United-States,>50K
45,Self-emp-not-inc,201080,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
57,Self-emp-inc,101338,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,20,United-States,<=50K
25,Private,361307,Bachelors,Never-married,Sales,White,Female,40,United-States,<=50K
59,State-gov,261584,Bachelors,Never-married,Exec-managerial,Black,Female,40,Outlying-US(Guam-USVI-etc),<=50K
41,Private,203761,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
30,Private,340917,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
44,Private,344920,Bachelors,Never-married,Adm-clerical,White,Female,20,United-States,<=50K
36,Private,410489,Bachelors,Divorced,Prof-specialty,White,Male,45,United-States,<=50K
46,Local-gov,230979,Bachelors,Divorced,Prof-specialty,White,Female,25,United-States,>50K
44,Self-emp-inc,269733,Bachelors,Married-civ-spouse,Sales,White,Male,30,United-States,<=50K
41,Private,174395,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
59,Private,195176,Bachelors,Married-civ-spouse,Sales,White,Male,72,United-States,<=50K
23,Private,217169,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
37,Private,117381,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,<=50K
37,State-gov,191841,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,>50K
43,Private,241895,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
29,Private,188729,Bachelors,Never-married,Adm-clerical,White,Female,45,United-States,<=50K
48,Private,205424,Bachelors,Divorced,Sales,White,Male,40,United-States,>50K
52,Private,110748,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
65,State-gov,209280,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
35,?,320084,Bachelors,Married-civ-spouse,?,White,Female,55,United-States,>50K
30,Private,165235,Bachelors,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,40,Philippines,>50K
46,Private,273575,Bachelors,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
34,Self-emp-not-inc,182714,Bachelors,Never-married,Prof-specialty,White,Female,55,United-States,>50K
38,Federal-gov,99527,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
58,?,353244,Bachelors,Widowed,?,White,Female,50,United-States,>50K
41,Private,159549,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
50,Private,134766,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
34,Private,36385,Masters,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
23,Private,77581,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
24,Local-gov,322658,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
40,Private,111483,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
29,Private,58115,Bachelors,Married-civ-spouse,Sales,White,Male,41,United-States,<=50K
28,Local-gov,135567,Bachelors,Never-married,Adm-clerical,Black,Female,60,United-States,<=50K
25,Private,258379,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,32,United-States,<=50K
35,Private,125933,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
26,Private,192262,Bachelors,Never-married,Sales,White,Male,45,United-States,<=50K
41,Private,170230,Bachelors,Divorced,Exec-managerial,White,Female,45,United-States,<=50K
38,Private,229180,Bachelors,Never-married,Exec-managerial,White,Female,40,Cuba,<=50K
27,Private,106039,Bachelors,Divorced,Prof-specialty,White,Female,50,United-States,<=50K
35,Self-emp-inc,187053,Bachelors,Separated,Prof-specialty,White,Female,50,United-States,<=50K
27,Local-gov,230885,Bachelors,Married-civ-spouse,Protective-serv,White,Male,45,United-States,>50K
45,?,189564,Masters,Married-civ-spouse,?,White,Female,1,United-States,<=50K
65,Private,170939,Bachelors,Divorced,Prof-specialty,White,Male,40,United-States,<=50K
39,Local-gov,119421,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,42,United-States,<=50K
39,Private,191342,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,40,Philippines,>50K
31,Private,356689,Bachelors,Never-married,Farming-fishing,White,Male,40,United-States,<=50K
60,Private,238913,Bachelors,Married-civ-spouse,Sales,White,Male,46,United-States,>50K
30,Private,97521,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
23,Private,227594,Bachelors,Never-married,Prof-specialty,White,Female,38,United-States,<=50K
30,Private,340917,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
36,Private,321760,Bachelors,Never-married,Adm-clerical,White,Female,17,United-States,<=50K
39,Local-gov,239119,Masters,Divorced,Prof-specialty,Black,Male,40,Dominican-Republic,<=50K
62,Self-emp-not-inc,71467,Bachelors,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K
31,Private,19302,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
50,Private,98975,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
23,Self-emp-inc,201682,Bachelors,Never-married,Adm-clerical,White,Female,35,United-States,<=50K
45,Private,98475,Bachelors,Divorced,Exec-managerial,White,Male,45,United-States,<=50K
38,Private,59660,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
46,Private,120131,Bachelors,Married-civ-spouse,Other-service,White,Male,30,United-States,>50K
