pca,building,training,part,clause,circuit,fuzzy,tangent,analog,letter,light,concept,pyramid,wavelet,net,set,data,potential,star,chess,estimator,oscillator,instruction,component,chip,option,pattern,rotation,belief,map,tree,delay,spike,eeg,rule,rules,expert,block,user,loss,document,subscriber,memory,lesion,call,signal,solution,view,stress,distance,evidence,policy,perceptron,direction,song,saliency,control,error,kernel,system,digit,disparity,controller,target,dialogue,field,noise,hand,routing,road,input,motion,character,algorithm,neuron,operator,unit,neural,hint,motor,weight,object,function,item,speaker,channel,point,model,classifier,action,iiii,attractor,head,context,task,skill,word,network,cell,learning
2,0,2,0,0,0,0,47,0,5,0,0,0,0,13,20,5,0,0,0,0,0,0,1,1,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,43,0,0,2,0,0,0,0,9,0,7,3,0,0,0,0,0,0,4,0,0,18,0,14,8,0,1,1,7,0,0,6,0,4,0,0,0,3,5,15,0,0,0,0,1,0,0,0,34,0,16
0,3,8,1,0,0,0,70,0,0,0,1,0,0,0,21,6,1,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,3,1,0,40,0,0,0,1,0,0,0,4,0,3,11,0,0,0,0,0,0,0,0,2,0,0,6,17,0,0,0,6,0,0,0,0,1,0,0,0,14,41,2,0,0,0,0,2,0,0,0,2,0,5
0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,5,0,0,2,0,0,3,0,0,0,30,10,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,2,0,0,8,25,0,0,3,0,5,0,0,2,3,0,0,0,0,0,0,1,0,0,0,46,0,0
15,0,17,1,0,0,0,34,0,0,1,0,0,0,1,12,19,0,0,0,0,0,0,15,0,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,8,0,0,1,11,0,0,0,16,0,9,26,0,0,0,0,0,1,0,0,0,9,0,3,10,0,0,1,8,0,0,5,1,0,0,0,0,5,47,0,0,0,0,0,0,0,0,0,5,0,6
0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,10,6,0,0,0,0,0,0,5,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,1,0,0,6,0,0,0,0,8,2,1,8,0,1,1,2,0,27,0,0,1,0,0,0,9,4,0,0,0,0,0,0,1,0,3,7,1,11
0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,87,43,0,25,0,0,88,0,0,1,4,0,0,0,37,0,0,0,0,0,0,100,0,0,3,0,16,0,0,0,0,36,0,0,0,0,0,1,0,0,1,130,0,2
0,0,8,1,0,0,0,0,0,2,0,0,0,0,8,8,9,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,42,19,0,1,9,23,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,5
0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,9,9,1,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,2,6,0,0,4,0,5,0,0,0,5,1,29,0,0,0,0,0,0,0,0,28,1,1
0,0,3,0,0,0,4,0,1,0,0,0,0,0,1,8,13,1,0,0,0,0,0,5,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1,35,0,1,0,0,0,0,0,0,0,22,0,1
0,1,18,0,0,0,0,2,0,0,0,0,0,0,1,3,3,1,0,74,0,0,0,1,0,0,1,0,0,2,0,0,0,0,4,1,6,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,13,0,0,0,3,0,0,5,0,0,4,0,0,6,31,0,0,4,0,32,1,0,0,2,7,0,0,0,0,0,3,0,1,0,38,0,55
0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,14,0,0,0,0,0,0,1,2,3,1,0,0,0,14,1,0,0,0,0,1,2,0,0,0,0,7
0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,16,1,6,0,0,0,0,0,22,0,3,0,0,39,0,3,6,0,0,0,30,0,0,3,1,4,0,0,0,1,2,1,0,0,0,0,0,2,0,0,27,9,4
0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,3,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,19,0,2,0,2,0,0,1,1,0,0,2,0,0,7,5,0,13,0,0,6,12,0,73,0,13,0,0,9,0,0,1,0,0,0,4,0,31,4,0,8,0,0,0,6,33,0,0,0,0,0,0,26,1,3,6,2,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,12,25,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,1,3,0,0,0,0,0,0,24,0,0,0,4,0,0,23,1,4,0,0,0,2,32,0,0,0,0,0,0,0,0,0,2,0,13
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,9,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,1,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,11,0,2,0,3,0,0,7,0,0,0,10,0,8,1,0,1,1,13,16,5,0,0,2,18,0,0,0,0,21,0,7,0,0,18,4,1
0,0,25,0,0,0,0,0,0,6,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,11,2,0,0,0,0,5,0,1,0,0,14,0,64,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,2,30,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,3,0,0,10,0,18,0,0,0,7,4,0,0,0,0,0,6,0,0,0,39,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,3,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,2,0,1,0,0,21,0,0,0,0,0,16,5,0,7,6,0,0,6,0,0,17,0,0,1,0,0,0,0,4,0,0,23,0,1
0,2,14,0,0,0,0,0,0,0,0,16,0,0,1,7,10,0,0,0,0,0,0,2,0,0,4,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,2,12,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,1,0,0,10,0,25
0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,2,0,1,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,1,0,0,2,0,5,0,0,6,1,41,0,0,0,0,0,1,1,0,0,6,0,0
0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0,3,0,0,0,38,0,0,2,0,0,25,0,0,0,0,0,31,0,0,0,0,7,1,0,0,2,0,6,2,0,1,0,0,2,0,0,0,17,15,0,0,0,0,39,0,3,0,0,0,17,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,5,9,0,0,26,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,13,0,0,0,0,0,0,0,11,0
0,0,18,2,0,0,0,0,0,0,2,0,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,1,0,0,8,0,0,0,9,1,1,13,0,0,10,0,13,0,0,0,6,14,0,0,0,0,0,0,1,0,0,9,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,5,0,0,0,31,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,11,0,2,0,13,1,0,0,2,0,0,2,1,0,11,0,0,0,9,0,0,0,2,0,1,11,4,0,0,7,1,3,11,0,1,0,4,0,0,0,0,0,36,0,1,0,0,31,11,0,0,0,1,2,2
0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,19,1,0,0,29,0,2,9,0,0,0,0,15,0,0,0,11,29,0,0,0,1,0,0,0,0,0,1,1,0
0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,4,0,0,0,2,0,0,0,0,86,0,1,3,0,9,0,0,0,2,0,2,1,0,0,0,9,0,0,0,34,0,1,9,0,7,8,0,1,0,0,0,3,12,0,0,0,0,0,0,1,0,0,26,1,32
0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,2,1,0,10,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,7,1,0,0,0,3,0,0,0,0,11,0,0,0,0,0,3,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,31,0,0,0,39,0,3,1,0,0,2,0,4,0,0,5,0,14,0,0,0,0,0,1,0,0,0,0,0,28
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,10,0,22,5,0,0,3,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,25,3,30
0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,7,1,2,0,0,0,0,0,1,0,0,8,0,0,0,0,17,1,0,4,0,0,0,0,0,0,0,2,0,1,6,0,1,0,0,1,0,0,0,0,0,26,0,0,25,0,0,2,14,0,0,0,1,0,0,11,1,0,0,1,0,15,3,0,19,5,1,7,0,0,0,5,40,0,2,0,0,0,0,1,0,1,1,2,19
0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,86,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,2,0,0,10,0,0,13,0,1,1,0,4,0,0,0,0,37,0,2,0,0,118,0,0,0,0,3,131,2
0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,26,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,1,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,3,6,0,0,1,0,5,0,0,0,15,1,3,0,0,0,0,0,0,0,0,19,0,15
0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,46,0,0,0,0,0,21,0,0,8,0,0,0,14,0,0,2,0,0,1,2,0,0,4,0,54,0,0,0,3,15,0,0,0,0,0,2,0,0,0,2,0,7
0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,30,20,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,46,0,0,0,0,0,10,0,0,23,0,0,0,5,0,0,0,0,0,0,7,0,0,25,0,15,0,0,0,0,4,0,0,0,0,0,1,2,0,0,11,0,20
0,0,7,1,0,0,0,0,1,0,0,2,0,0,25,9,7,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,2,0,0,14,0,0,36,0,41,0,0,0,6,1,0,0,0,0,0,2,1,0,1,32,0,15
0,0,0,1,0,0,0,0,0,1,0,4,0,0,2,20,12,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,0,0,13,0,0,0,7,2,0,12,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,1,3,12,0,0,1,0,33,0,0,3,0,12,5,0,0,0,0,4,0,0,0,6,0,16
0,1,0,3,0,14,0,0,1,0,1,0,0,0,3,3,1,7,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,69,0,0,9,0,0,3,0,12,0,0,0,2,17,0,0,0,0,0,0,1,0,0,11,0,0
0,0,45,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,22,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,4,5,1,0,9,0,23,0,0,0,2,2,0,0,0,0,0,0,21,0,0,10,0,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,0,0,1,20,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,32,0,0,0,8,0,1,10,0,13,0,0,0,2,1,0,0,0,0,0,1,0,0,0,4,0,27
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7,11,1,0,0,4,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,9,0,0,1,3,0,0,0,0,1,0,0,0,1,1,23,0,0,0,0,0,0,0,0,3,2,0
0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,6,0,20,0,0,2,0,0,0,5,0,0,0,5,0,0,26,0,0,0,7,0,0,2,0,9,0,0,0,0,63,0,0,0,0,0,0,1,0,0,39,0,6
0,3,0,2,0,8,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,13,0,0,2,4,0,1,14,0,0,77,0,44,0,0,0,0,2,0,0,0,0,0,0,3,0,0,17,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,0,0,0,1,0,2,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,9,1,0,1,0,0,0,0,7,0,0,14,0,0,0,0,4,0,0,0,0,21,0,0,0,3,0,0,0,0,0,20,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,0,0,0,4,0,0,1,0,0,0,4,0,0,39,0,0,0,1,0,0,0,0,30,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,14
0,0,8,1,0,29,0,0,0,0,0,1,0,0,1,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,51,0,0,3,14,0,4,19,0,0,9,0,31,0,0,0,0,6,0,0,0,0,0,0,0,0,1,43,0,5
0,0,6,0,0,0,0,15,1,0,0,1,0,0,0,12,1,17,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,10,0,70,0,0,0,2,0,10,0,0,0,0,32,2,0,9,0,0,0,12,0,0,0,1,22,0,0,0,26,27,0,0,0,2,0,0,0,0,0,10,0,20
0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,1,52,1,2,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,35,1,0,0,13,0,0,0,10,0,1,11,1,0,0,0,6,0,0,1,4,15,0,1,0,0,0,2,0,0,1,1,9,0
0,0,3,0,0,1,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,85,0,0,0,0,1,0,1,0,0,0,9,0,0,2,0,0,0,23,0,0,19,0,0,2,5,0,0,15,0,15,0,0,0,2,1,0,1,0,0,0,0,0,0,0,26,0,24
0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,6,0,0,0,2,0,0,0,0,0,0,6,0,0,14,0,0,29,11,0,0,0,0,15,0,0,0,3,6,0,0,0,0,0,0,0,0,0,15,0,47
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,2,23,0,4,0,0,0,2,0,0,0,0,0,0,14,9,0,0,0,0,26,6,0,0,11,0,4,0,0,0,9,0,0,0,0,0,0,0,5,0,0,16,0,25
0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,79,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,4,0,0,23,0,0,67,23,0,1,6,0,0,44,0,56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,18
0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,2,20,0,3,0,0,0,0,0,0,0,0,0,0,5,8,1,18,0,0,23,1,0,0,7,0,8,0,0,0,7,0,0,0,0,0,0,0,1,0,0,18,0,36
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,11,0,0,7,1,0,1,2,0,0,0,0,8,0,0,0,31,3,0,0,0,0,0,0,0,0,1,3,1,0
0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,2,0,0,0,0,1,0,0,0,10,0,2,36,0,0,0,0,31,0,0,0,16,5,0,0,0,3,0,0,0,0,0,36,0,5
0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,17,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,4,0,1,6,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,2,0,0,7,0,27
0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,24,27,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,13,1,0,0,6,0,0,14,0,0,1,8,0,0,2,0,13,0,0,0,4,29,1,1,0,0,0,0,4,0,0,5,0,6
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,3,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,0,3,0,2,0,0,0,0,0,9,0,0,0,5,0,0,1,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,7,0,3
0,0,24,0,0,0,0,0,0,0,0,1,0,0,1,26,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,21,0,7,0,0,0,0,0,0,3,1,0,0,5,0,1,2,0,0,0,4,0,0,28,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,10,0,3
0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,8,0,0,0,0,0,1,0,0,1,45,0,0,0,3,0,3,0,0,12,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,15,0,0,0,4,0,0,16,0,7,0,0,0,0,31,0,0,0,0,0,3,2,0,4,3,0,19
0,1,28,0,0,0,0,0,0,0,1,0,0,0,7,4,5,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,1,0,0,0,6,0,13,0,0,0,15,0,0,0,2,0,0,9,0,0,15,0,0,2,6,0,0,0,0,3,0,0,0,3,21,1,0,0,0,0,2,0,0,9,8,0,0
0,0,21,0,0,0,0,2,0,0,0,0,0,0,8,11,35,0,0,0,0,0,0,3,0,0,6,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,4,0,0,63,0,0,11,1,0,25,20,0,0,5,0,2,0,0,0,3,10,1,0,0,0,0,0,1,0,1,71,0,14
0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,4,0,0,0,1,0,8,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0,13,1,0,0,0,0,0,1,1,0,0,0,0,2,28,0,8,2,7,0,0,0,1,6,0,11,0,2,49,8,0,0,0,0,0,11,0,2,9,0,23
0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3,15,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,8,0,0,0,2,2,0,0,0,0,3,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,16,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,0,16,0,0,0,39,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,1,0,2,0,0,0,0,6,0,0,1,0,2,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,14,0,14,11,0,0,0,8,0,0,1,0,25,0,0,0,0,8,0,0,0,0,0,0,0,0,2,9,0,36
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,13,0,0,48,0,18,0,1,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,14,0,1,0,0,2
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,6,0,0,4,0,0,3,3,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,4,0,0,4,0,2
